batch	activity	element	cycle	class
B	K1	A020	1	behaviour
B	K1	A021	1	store
B	K1	A023	1	surface
B	K1	A024	1	behaviour
B	K1	A025	1	interface
B	K1	A026	1	behaviour
B	K1	A046	1	behaviour
B	K1	A047	1	surface
B	K1	A048	1	store
B	K1	A049	1	surface
B	K1	A050	1	store
B	K1	A146	1	interface
B	K1	A147	1	behaviour
B	K1	A165	1	behaviour
B	K1	C01	1	store
B	K1	C02	1	behaviour
B	K1	C03	1	interface
B	K1	C04	1	behaviour
B	K2	A007	1	behaviour
B	K2	A008	1	behaviour
B	K2	A009	1	store
B	K2	A013	1	behaviour
B	K2	A014	1	behaviour
B	K2	A015	1	behaviour
B	K2	A016	1	surface
B	K2	A017	1	store
B	K2	A018	1	store
B	K2	A020	1	behaviour
B	K2	A021	1	store
B	K2	A023	1	surface
B	K2	A024	1	behaviour
B	K2	A025	1	interface
B	K2	A026	1	behaviour
B	K2	A046	1	behaviour
B	K2	A047	1	surface
B	K2	A048	1	store
B	K2	A049	1	surface
B	K2	A050	1	store
B	K2	A146	1	interface
B	K2	A147	1	behaviour
B	K2	A165	1	behaviour
B	K2	C01	1	store
B	K2	C02	1	behaviour
B	K2	C03	1	interface
B	K2	C04	1	behaviour
B	A2	A007	1	behaviour
B	A2	A008	1	behaviour
B	A2	A009	1	store
B	A2	A013	1	behaviour
B	A2	A014	1	behaviour
B	A2	A015	1	behaviour
B	A2	A016	1	surface
B	A2	A017	1	store
B	A2	A018	1	store
B	A2	A020	1	behaviour
B	A2	A021	1	store
B	A2	A023	1	surface
B	A2	A024	1	behaviour
B	A2	A025	1	interface
B	A2	A026	1	behaviour
B	A2	A046	1	behaviour
B	A2	A047	1	surface
B	A2	A048	1	store
B	A2	A049	1	surface
B	A2	A050	1	store
B	A2	A146	1	interface
B	A2	A147	1	behaviour
B	A2	A165	1	behaviour
B	A2	C01	1	store
B	A2	C02	1	behaviour
B	A2	C03	1	interface
B	A2	C04	1	behaviour
B	A3	A007	1	behaviour
B	A3	A008	1	behaviour
B	A3	A009	1	store
B	A3	A013	1	behaviour
B	A3	A014	1	behaviour
B	A3	A015	1	behaviour
B	A3	A016	1	surface
B	A3	A017	1	store
B	A3	A018	1	store
B	A3	A020	1	behaviour
B	A3	A021	1	store
B	A3	A023	1	surface
B	A3	A024	1	behaviour
B	A3	A025	1	interface
B	A3	A026	1	behaviour
B	A3	A046	1	behaviour
B	A3	A047	1	surface
B	A3	A048	1	store
B	A3	A049	1	surface
B	A3	A050	1	store
B	A3	A146	1	interface
B	A3	A147	1	behaviour
B	A3	A165	1	behaviour
B	A3	C01	1	store
B	A3	C02	1	behaviour
B	A3	C03	1	interface
B	A3	C04	1	behaviour
B	A4	A007	1	behaviour
B	A4	A008	1	behaviour
B	A4	A009	1	store
B	A4	A013	1	behaviour
B	A4	A014	1	behaviour
B	A4	A015	1	behaviour
B	A4	A016	1	surface
B	A4	A017	1	store
B	A4	A018	1	store
B	A4	A020	1	behaviour
B	A4	A021	1	store
B	A4	A023	1	surface
B	A4	A024	1	behaviour
B	A4	A025	1	interface
B	A4	A026	1	behaviour
B	A4	A046	1	behaviour
B	A4	A047	1	surface
B	A4	A048	1	store
B	A4	A049	1	surface
B	A4	A050	1	store
B	A4	A146	1	interface
B	A4	A147	1	behaviour
B	A4	A165	1	behaviour
B	A4	C01	1	store
B	A4	C02	1	behaviour
B	A4	C03	1	interface
B	A4	C04	1	behaviour
B	A5	N06	1	aggregate
B	A5	N06	2	aggregate
B	A5	N07	1	aggregate
B	A5	N07	2	aggregate
B	A5	N10	1	aggregate
B	A5	N10	2	aggregate
B	A6	N06	1	aggregate
B	A6	N06	2	aggregate
B	A6	N07	1	aggregate
B	A6	N07	2	aggregate
B	A6	N10	1	aggregate
B	A6	N10	2	aggregate
B	A7	N06	1	aggregate
B	A7	N07	1	aggregate
B	A7	N10	1	aggregate
B	A8	N06	1	aggregate
B	A8	N07	1	aggregate
B	A8	N10	1	aggregate
B	A10	A025	1	interface
B	A10	A146	1	interface
B	A10	C03	1	interface
B	U1	N06	1	aggregate
B	U1	N07	1	aggregate
B	U1	N10	1	aggregate
B	U2	N06	1	aggregate
B	U2	N06	2	aggregate
B	U2	N07	1	aggregate
B	U2	N07	2	aggregate
B	U2	N10	1	aggregate
B	U2	N10	2	aggregate
B	U3	N06	1	aggregate
B	U3	N06	2	aggregate
B	U3	N07	1	aggregate
B	U3	N07	2	aggregate
B	U3	N10	1	aggregate
B	U3	N10	2	aggregate
B	D2	N06	1	aggregate
B	D2	N07	1	aggregate
B	D2	N10	1	aggregate
B	D4	A007	1	behaviour
B	D4	A008	1	behaviour
B	D4	A009	1	store
B	D4	A013	1	behaviour
B	D4	A014	1	behaviour
B	D4	A015	1	behaviour
B	D4	A016	1	surface
B	D4	A017	1	store
B	D4	A018	1	store
B	D4	A020	1	behaviour
B	D4	A021	1	store
B	D4	A023	1	surface
B	D4	A024	1	behaviour
B	D4	A025	1	interface
B	D4	A026	1	behaviour
B	D4	A046	1	behaviour
B	D4	A047	1	surface
B	D4	A048	1	store
B	D4	A049	1	surface
B	D4	A050	1	store
B	D4	A146	1	interface
B	D4	A147	1	behaviour
B	D4	A165	1	behaviour
B	G2m	A009	1	store
B	G2m	A018	1	store
B	G2m	A021	1	store
B	G2m	A048	1	store
B	G2m	A050	1	store
B	G2m	C01	1	store
B	G3m	A009	1	store
B	G3m	A018	1	store
B	G3m	A021	1	store
B	G3m	A048	1	store
B	G3m	A050	1	store
B	G3m	C01	1	store
B	G4m	A009	1	store
B	G4m	A018	1	store
B	G4m	A021	1	store
B	G4m	A048	1	store
B	G4m	A050	1	store
B	G4m	C01	1	store
B	O1	N06	1	aggregate
B	O1	N07	1	aggregate
B	O1	N10	1	aggregate
C	K1	A022	1	behaviour
C	K1	A027	1	surface
C	K1	A028	1	behaviour
C	K1	A029	1	behaviour
C	K1	A030	1	behaviour
C	K1	A031	1	behaviour
C	K1	A032	1	behaviour
C	K1	A033	1	surface
C	K1	A035	1	store
C	K1	A036	1	surface
C	K1	A037	1	behaviour
C	K1	A038	1	interface
C	K1	A039	1	interface
C	K1	A040	1	surface
C	K1	A041	1	behaviour
C	K1	A042	1	behaviour
C	K1	A043	1	behaviour
C	K1	A044	1	store
C	K1	A045	1	behaviour
C	K1	A113	1	behaviour
C	K1	A136	1	behaviour
C	K1	A167	1	behaviour
C	K1	C06	1	store
C	K1	C07	1	behaviour
C	K2	A022	1	behaviour
C	K2	A027	1	surface
C	K2	A028	1	behaviour
C	K2	A029	1	behaviour
C	K2	A030	1	behaviour
C	K2	A031	1	behaviour
C	K2	A032	1	behaviour
C	K2	A033	1	surface
C	K2	A035	1	store
C	K2	A036	1	surface
C	K2	A037	1	behaviour
C	K2	A038	1	interface
C	K2	A039	1	interface
C	K2	A040	1	surface
C	K2	A041	1	behaviour
C	K2	A042	1	behaviour
C	K2	A043	1	behaviour
C	K2	A044	1	store
C	K2	A045	1	behaviour
C	K2	A113	1	behaviour
C	K2	A136	1	behaviour
C	K2	A167	1	behaviour
C	K2	C06	1	store
C	K2	C07	1	behaviour
C	A2	A022	1	behaviour
C	A2	A027	1	surface
C	A2	A028	1	behaviour
C	A2	A029	1	behaviour
C	A2	A030	1	behaviour
C	A2	A031	1	behaviour
C	A2	A032	1	behaviour
C	A2	A033	1	surface
C	A2	A035	1	store
C	A2	A036	1	surface
C	A2	A037	1	behaviour
C	A2	A038	1	interface
C	A2	A039	1	interface
C	A2	A040	1	surface
C	A2	A041	1	behaviour
C	A2	A042	1	behaviour
C	A2	A043	1	behaviour
C	A2	A044	1	store
C	A2	A045	1	behaviour
C	A2	A113	1	behaviour
C	A2	A136	1	behaviour
C	A2	A167	1	behaviour
C	A2	C06	1	store
C	A2	C07	1	behaviour
C	A3	A022	1	behaviour
C	A3	A027	1	surface
C	A3	A028	1	behaviour
C	A3	A029	1	behaviour
C	A3	A030	1	behaviour
C	A3	A031	1	behaviour
C	A3	A032	1	behaviour
C	A3	A033	1	surface
C	A3	A035	1	store
C	A3	A036	1	surface
C	A3	A037	1	behaviour
C	A3	A038	1	interface
C	A3	A039	1	interface
C	A3	A040	1	surface
C	A3	A041	1	behaviour
C	A3	A042	1	behaviour
C	A3	A043	1	behaviour
C	A3	A044	1	store
C	A3	A045	1	behaviour
C	A3	A113	1	behaviour
C	A3	A136	1	behaviour
C	A3	A167	1	behaviour
C	A3	C06	1	store
C	A3	C07	1	behaviour
C	A4	A022	1	behaviour
C	A4	A027	1	surface
C	A4	A028	1	behaviour
C	A4	A029	1	behaviour
C	A4	A030	1	behaviour
C	A4	A031	1	behaviour
C	A4	A032	1	behaviour
C	A4	A033	1	surface
C	A4	A035	1	store
C	A4	A036	1	surface
C	A4	A037	1	behaviour
C	A4	A038	1	interface
C	A4	A039	1	interface
C	A4	A040	1	surface
C	A4	A041	1	behaviour
C	A4	A042	1	behaviour
C	A4	A043	1	behaviour
C	A4	A044	1	store
C	A4	A045	1	behaviour
C	A4	A113	1	behaviour
C	A4	A136	1	behaviour
C	A4	A167	1	behaviour
C	A4	C06	1	store
C	A4	C07	1	behaviour
C	A5	N08	1	aggregate
C	A5	N08	2	aggregate
C	A5	N09	1	aggregate
C	A5	N09	2	aggregate
C	A6	N08	1	aggregate
C	A6	N08	2	aggregate
C	A6	N09	1	aggregate
C	A6	N09	2	aggregate
C	A7	N08	1	aggregate
C	A7	N09	1	aggregate
C	A8	N08	1	aggregate
C	A8	N09	1	aggregate
C	A10	A038	1	interface
C	A10	A039	1	interface
C	U1	N08	1	aggregate
C	U1	N09	1	aggregate
C	U2	N08	1	aggregate
C	U2	N08	2	aggregate
C	U2	N09	1	aggregate
C	U2	N09	2	aggregate
C	U3	N08	1	aggregate
C	U3	N08	2	aggregate
C	U3	N09	1	aggregate
C	U3	N09	2	aggregate
C	D2	N08	1	aggregate
C	D2	N09	1	aggregate
C	D4	A022	1	behaviour
C	D4	A027	1	surface
C	D4	A028	1	behaviour
C	D4	A029	1	behaviour
C	D4	A030	1	behaviour
C	D4	A031	1	behaviour
C	D4	A032	1	behaviour
C	D4	A033	1	surface
C	D4	A035	1	store
C	D4	A036	1	surface
C	D4	A037	1	behaviour
C	D4	A038	1	interface
C	D4	A039	1	interface
C	D4	A040	1	surface
C	D4	A041	1	behaviour
C	D4	A042	1	behaviour
C	D4	A043	1	behaviour
C	D4	A044	1	store
C	D4	A045	1	behaviour
C	D4	A113	1	behaviour
C	D4	A136	1	behaviour
C	D4	A167	1	behaviour
C	G2m	A035	1	store
C	G2m	A044	1	store
C	G2m	C06	1	store
C	G3m	A035	1	store
C	G3m	A044	1	store
C	G3m	C06	1	store
C	G4m	A035	1	store
C	G4m	A044	1	store
C	G4m	C06	1	store
C	O1	N08	1	aggregate
C	O1	N09	1	aggregate
D	K1	A010	1	store
D	K1	A051	1	behaviour
D	K1	A052	1	behaviour
D	K1	A053	1	interface
D	K1	A054	1	interface
D	K1	A055	1	interface
D	K1	A056	1	interface
D	K1	A057	1	interface
D	K1	A058	1	interface
D	K1	A060	1	behaviour
D	K1	A061	1	surface
D	K1	A062	1	store
D	K1	A063	1	behaviour
D	K1	A064	1	behaviour
D	K1	A066	1	behaviour
D	K1	A067	1	behaviour
D	K1	A068	1	behaviour
D	K1	A069	1	behaviour
D	K1	A071	1	behaviour
D	K1	A072	1	behaviour
D	K1	A085	1	behaviour
D	K1	A137	1	behaviour
D	K1	C09	1	surface
D	K2	A010	1	store
D	K2	A051	1	behaviour
D	K2	A052	1	behaviour
D	K2	A053	1	interface
D	K2	A054	1	interface
D	K2	A055	1	interface
D	K2	A056	1	interface
D	K2	A057	1	interface
D	K2	A058	1	interface
D	K2	A060	1	behaviour
D	K2	A061	1	surface
D	K2	A062	1	store
D	K2	A063	1	behaviour
D	K2	A064	1	behaviour
D	K2	A066	1	behaviour
D	K2	A067	1	behaviour
D	K2	A068	1	behaviour
D	K2	A069	1	behaviour
D	K2	A071	1	behaviour
D	K2	A072	1	behaviour
D	K2	A085	1	behaviour
D	K2	A137	1	behaviour
D	K2	C09	1	surface
D	K3	A065	1	statement
D	A2	A010	1	store
D	A2	A051	1	behaviour
D	A2	A052	1	behaviour
D	A2	A053	1	interface
D	A2	A054	1	interface
D	A2	A055	1	interface
D	A2	A056	1	interface
D	A2	A057	1	interface
D	A2	A058	1	interface
D	A2	A060	1	behaviour
D	A2	A061	1	surface
D	A2	A062	1	store
D	A2	A063	1	behaviour
D	A2	A064	1	behaviour
D	A2	A066	1	behaviour
D	A2	A067	1	behaviour
D	A2	A068	1	behaviour
D	A2	A069	1	behaviour
D	A2	A071	1	behaviour
D	A2	A072	1	behaviour
D	A2	A085	1	behaviour
D	A2	A137	1	behaviour
D	A2	C09	1	surface
D	A3	A010	1	store
D	A3	A051	1	behaviour
D	A3	A052	1	behaviour
D	A3	A053	1	interface
D	A3	A054	1	interface
D	A3	A055	1	interface
D	A3	A056	1	interface
D	A3	A057	1	interface
D	A3	A058	1	interface
D	A3	A060	1	behaviour
D	A3	A061	1	surface
D	A3	A062	1	store
D	A3	A063	1	behaviour
D	A3	A064	1	behaviour
D	A3	A066	1	behaviour
D	A3	A067	1	behaviour
D	A3	A068	1	behaviour
D	A3	A069	1	behaviour
D	A3	A071	1	behaviour
D	A3	A072	1	behaviour
D	A3	A085	1	behaviour
D	A3	A137	1	behaviour
D	A3	C09	1	surface
D	A4	A010	1	store
D	A4	A051	1	behaviour
D	A4	A052	1	behaviour
D	A4	A053	1	interface
D	A4	A054	1	interface
D	A4	A055	1	interface
D	A4	A056	1	interface
D	A4	A057	1	interface
D	A4	A058	1	interface
D	A4	A060	1	behaviour
D	A4	A061	1	surface
D	A4	A062	1	store
D	A4	A063	1	behaviour
D	A4	A064	1	behaviour
D	A4	A066	1	behaviour
D	A4	A067	1	behaviour
D	A4	A068	1	behaviour
D	A4	A069	1	behaviour
D	A4	A071	1	behaviour
D	A4	A072	1	behaviour
D	A4	A085	1	behaviour
D	A4	A137	1	behaviour
D	A4	C09	1	surface
D	A5	N11	1	aggregate
D	A5	N11	2	aggregate
D	A5	N12	1	aggregate
D	A5	N12	2	aggregate
D	A6	N11	1	aggregate
D	A6	N11	2	aggregate
D	A6	N12	1	aggregate
D	A6	N12	2	aggregate
D	A7	N11	1	aggregate
D	A7	N12	1	aggregate
D	A8	N11	1	aggregate
D	A8	N12	1	aggregate
D	A10	A053	1	interface
D	A10	A054	1	interface
D	A10	A055	1	interface
D	A10	A056	1	interface
D	A10	A057	1	interface
D	A10	A058	1	interface
D	U1	N11	1	aggregate
D	U1	N12	1	aggregate
D	U2	N11	1	aggregate
D	U2	N11	2	aggregate
D	U2	N12	1	aggregate
D	U2	N12	2	aggregate
D	U3	N11	1	aggregate
D	U3	N11	2	aggregate
D	U3	N12	1	aggregate
D	U3	N12	2	aggregate
D	D2	N11	1	aggregate
D	D2	N12	1	aggregate
D	D4	A010	1	store
D	D4	A051	1	behaviour
D	D4	A052	1	behaviour
D	D4	A053	1	interface
D	D4	A054	1	interface
D	D4	A055	1	interface
D	D4	A056	1	interface
D	D4	A057	1	interface
D	D4	A058	1	interface
D	D4	A060	1	behaviour
D	D4	A061	1	surface
D	D4	A062	1	store
D	D4	A063	1	behaviour
D	D4	A064	1	behaviour
D	D4	A065	1	statement
D	D4	A066	1	behaviour
D	D4	A067	1	behaviour
D	D4	A068	1	behaviour
D	D4	A069	1	behaviour
D	D4	A071	1	behaviour
D	D4	A072	1	behaviour
D	D4	A085	1	behaviour
D	D4	A137	1	behaviour
D	G2m	A010	1	store
D	G2m	A062	1	store
D	G3m	A010	1	store
D	G3m	A062	1	store
D	G4m	A010	1	store
D	G4m	A062	1	store
D	O1	N11	1	aggregate
D	O1	N12	1	aggregate
E	K1	A003	1	behaviour
E	K1	A004	1	behaviour
E	K1	A073	1	surface
E	K1	A074	1	surface
E	K1	A075	1	behaviour
E	K1	A079	1	behaviour
E	K1	A080	1	store
E	K1	A081	1	behaviour
E	K1	A082	1	behaviour
E	K1	A083	1	store
E	K1	A084	1	surface
E	K1	A087	1	store
E	K1	A090	1	surface
E	K1	A091	1	surface
E	K1	A092	1	behaviour
E	K1	A093	1	surface
E	K1	A094	1	behaviour
E	K1	A095	1	surface
E	K1	A097	1	surface
E	K1	A098	1	surface
E	K1	A099	1	behaviour
E	K1	A100	1	behaviour
E	K1	A102	1	behaviour
E	K1	A104	1	surface
E	K1	A106	1	surface
E	K1	A107	1	surface
E	K1	A108	1	interface
E	K1	A112	1	behaviour
E	K1	A114	1	surface
E	K1	A121	1	behaviour
E	K1	C15	1	behaviour
E	K2	A003	1	behaviour
E	K2	A004	1	behaviour
E	K2	A073	1	surface
E	K2	A074	1	surface
E	K2	A075	1	behaviour
E	K2	A079	1	behaviour
E	K2	A080	1	store
E	K2	A081	1	behaviour
E	K2	A082	1	behaviour
E	K2	A083	1	store
E	K2	A084	1	surface
E	K2	A087	1	store
E	K2	A090	1	surface
E	K2	A091	1	surface
E	K2	A092	1	behaviour
E	K2	A093	1	surface
E	K2	A094	1	behaviour
E	K2	A095	1	surface
E	K2	A097	1	surface
E	K2	A098	1	surface
E	K2	A099	1	behaviour
E	K2	A100	1	behaviour
E	K2	A102	1	behaviour
E	K2	A104	1	surface
E	K2	A106	1	surface
E	K2	A107	1	surface
E	K2	A108	1	interface
E	K2	A112	1	behaviour
E	K2	A114	1	surface
E	K2	A121	1	behaviour
E	K2	C15	1	behaviour
E	A2	A003	1	behaviour
E	A2	A004	1	behaviour
E	A2	A073	1	surface
E	A2	A074	1	surface
E	A2	A075	1	behaviour
E	A2	A079	1	behaviour
E	A2	A080	1	store
E	A2	A081	1	behaviour
E	A2	A082	1	behaviour
E	A2	A083	1	store
E	A2	A084	1	surface
E	A2	A087	1	store
E	A2	A090	1	surface
E	A2	A091	1	surface
E	A2	A092	1	behaviour
E	A2	A093	1	surface
E	A2	A094	1	behaviour
E	A2	A095	1	surface
E	A2	A097	1	surface
E	A2	A098	1	surface
E	A2	A099	1	behaviour
E	A2	A100	1	behaviour
E	A2	A102	1	behaviour
E	A2	A104	1	surface
E	A2	A106	1	surface
E	A2	A107	1	surface
E	A2	A108	1	interface
E	A2	A112	1	behaviour
E	A2	A114	1	surface
E	A2	A121	1	behaviour
E	A2	C15	1	behaviour
E	A3	A003	1	behaviour
E	A3	A004	1	behaviour
E	A3	A073	1	surface
E	A3	A074	1	surface
E	A3	A075	1	behaviour
E	A3	A079	1	behaviour
E	A3	A080	1	store
E	A3	A081	1	behaviour
E	A3	A082	1	behaviour
E	A3	A083	1	store
E	A3	A084	1	surface
E	A3	A087	1	store
E	A3	A090	1	surface
E	A3	A091	1	surface
E	A3	A092	1	behaviour
E	A3	A093	1	surface
E	A3	A094	1	behaviour
E	A3	A095	1	surface
E	A3	A097	1	surface
E	A3	A098	1	surface
E	A3	A099	1	behaviour
E	A3	A100	1	behaviour
E	A3	A102	1	behaviour
E	A3	A104	1	surface
E	A3	A106	1	surface
E	A3	A107	1	surface
E	A3	A108	1	interface
E	A3	A112	1	behaviour
E	A3	A114	1	surface
E	A3	A121	1	behaviour
E	A3	C15	1	behaviour
E	A4	A003	1	behaviour
E	A4	A004	1	behaviour
E	A4	A073	1	surface
E	A4	A074	1	surface
E	A4	A075	1	behaviour
E	A4	A079	1	behaviour
E	A4	A080	1	store
E	A4	A081	1	behaviour
E	A4	A082	1	behaviour
E	A4	A083	1	store
E	A4	A084	1	surface
E	A4	A087	1	store
E	A4	A090	1	surface
E	A4	A091	1	surface
E	A4	A092	1	behaviour
E	A4	A093	1	surface
E	A4	A094	1	behaviour
E	A4	A095	1	surface
E	A4	A097	1	surface
E	A4	A098	1	surface
E	A4	A099	1	behaviour
E	A4	A100	1	behaviour
E	A4	A102	1	behaviour
E	A4	A104	1	surface
E	A4	A106	1	surface
E	A4	A107	1	surface
E	A4	A108	1	interface
E	A4	A112	1	behaviour
E	A4	A114	1	surface
E	A4	A121	1	behaviour
E	A4	C15	1	behaviour
E	A5	N13	1	aggregate
E	A5	N13	2	aggregate
E	A5	N14	1	aggregate
E	A5	N14	2	aggregate
E	A5	N15	1	aggregate
E	A5	N15	2	aggregate
E	A5	N16	1	aggregate
E	A5	N16	2	aggregate
E	A5	N17	1	aggregate
E	A5	N17	2	aggregate
E	A5	N18	1	aggregate
E	A5	N18	2	aggregate
E	A6	N13	1	aggregate
E	A6	N13	2	aggregate
E	A6	N14	1	aggregate
E	A6	N14	2	aggregate
E	A6	N15	1	aggregate
E	A6	N15	2	aggregate
E	A6	N16	1	aggregate
E	A6	N16	2	aggregate
E	A6	N17	1	aggregate
E	A6	N17	2	aggregate
E	A6	N18	1	aggregate
E	A6	N18	2	aggregate
E	A7	N13	1	aggregate
E	A7	N14	1	aggregate
E	A7	N15	1	aggregate
E	A7	N16	1	aggregate
E	A7	N17	1	aggregate
E	A7	N18	1	aggregate
E	A8	N13	1	aggregate
E	A8	N14	1	aggregate
E	A8	N15	1	aggregate
E	A8	N16	1	aggregate
E	A8	N17	1	aggregate
E	A8	N18	1	aggregate
E	A10	A108	1	interface
E	U1	N13	1	aggregate
E	U1	N14	1	aggregate
E	U1	N15	1	aggregate
E	U1	N16	1	aggregate
E	U1	N17	1	aggregate
E	U1	N18	1	aggregate
E	U2	N13	1	aggregate
E	U2	N13	2	aggregate
E	U2	N14	1	aggregate
E	U2	N14	2	aggregate
E	U2	N15	1	aggregate
E	U2	N15	2	aggregate
E	U2	N16	1	aggregate
E	U2	N16	2	aggregate
E	U2	N17	1	aggregate
E	U2	N17	2	aggregate
E	U2	N18	1	aggregate
E	U2	N18	2	aggregate
E	U3	N13	1	aggregate
E	U3	N13	2	aggregate
E	U3	N14	1	aggregate
E	U3	N14	2	aggregate
E	U3	N15	1	aggregate
E	U3	N15	2	aggregate
E	U3	N16	1	aggregate
E	U3	N16	2	aggregate
E	U3	N17	1	aggregate
